,typecode,generated,CAS,altitude,std,vertical_rate
0,A320,generated_CVAE,159.72552742508944,3441.492191414078,439.03511888537605,2057.7976313956037
1,A320,generated_CVAE,161.59490797084894,3510.0854457939317,441.8583416851969,2057.7976313956037
2,A320,generated_CVAE,163.17489168400277,3563.0078839319262,442.0979312703724,1587.6731441398422
3,A320,generated_CVAE,165.0437835968568,3621.2419952209107,434.8222483798687,1747.0233386695265
4,A320,generated_CVAE,167.02967066946394,3671.4400935660383,433.26371179027484,1505.9429503538327
5,A320,generated_CVAE,169.08810967577244,3715.9981388558367,434.0583902823181,1336.7413586939504
6,A320,generated_CVAE,171.24389958811668,3769.2244508548347,439.2014688070383,1596.7893599699398
7,A320,generated_CVAE,173.42031967377136,3827.191350474386,438.44188205287315,1739.006988586548
8,A320,generated_CVAE,175.58739661023708,3867.920174333041,438.940036820045,1221.8647157596442
9,A320,generated_CVAE,177.97242201688533,3906.278530694201,444.8304505080981,1150.7506908347946
10,A320,generated_CVAE,180.47072830658877,3955.3124148688003,450.6934866256457,1471.0165252379759
11,A320,generated_CVAE,183.08297735607934,3998.4236108936625,455.72573184597275,1293.3358807458667
12,A320,generated_CVAE,185.6457507299756,4041.80954927433,461.4691887816033,1301.5781514200276
13,A320,generated_CVAE,188.20527713141126,4083.5785937108594,468.967609258039,1253.0713330958793
14,A320,generated_CVAE,190.92770083012704,4113.1325624882575,479.59993911034496,886.6190633219564
15,A320,generated_CVAE,193.59917647184017,4147.456963732152,509.0413654358682,1029.732037316821
16,A320,generated_CVAE,196.13876425336025,4191.2285087753635,537.2546237816864,1313.1463512963426
17,A320,generated_CVAE,198.62260608252637,4241.750745631889,558.6681404708984,1515.6671056957666
18,A320,generated_CVAE,201.11386227655507,4292.010562629164,567.1495130485578,1507.7945099182741
19,A320,generated_CVAE,203.56800172610846,4343.553952142566,576.2074407151085,1546.301685402054
20,A320,generated_CVAE,205.95935691573578,4394.347219341026,582.5894706553402,1523.7980159537826
21,A320,generated_CVAE,208.17765227109493,4449.140303067072,589.8638733844149,1643.7925117813752
22,A320,generated_CVAE,210.40675087968907,4507.039261628726,601.5662723546875,1736.9687568496367
23,A320,generated_CVAE,212.58106055861722,4561.53324666912,611.0804986796879,1634.8195512117986
24,A320,generated_CVAE,214.71224055165996,4621.130522764279,621.9416764631911,1787.918282854772
25,A320,generated_CVAE,216.86172387499607,4682.588164121211,633.3645061993439,1843.7292407079785
26,A320,generated_CVAE,218.8667918417401,4746.64136818559,643.9950454768366,1921.5961219313626
27,A320,generated_CVAE,221.01671002527516,4812.282170297626,655.1281158951077,1969.2240633610973
28,A320,generated_CVAE,223.141344120125,4874.667999084106,668.3367372358529,1871.5748635943762
29,A320,generated_CVAE,225.21467990913467,4937.5624926611035,686.917725314806,1886.8348073099323
30,A320,generated_CVAE,227.17370791999036,5005.373861492516,707.7613298437856,2034.3410649423847
31,A320,generated_CVAE,229.0191477620769,5078.05122647639,732.4132937923763,2180.32094951622
32,A320,generated_CVAE,230.67887618498716,5156.8777056065255,748.4052418357362,2364.794373904058
33,A320,generated_CVAE,232.14104554935065,5238.033104783786,759.8523980847569,2434.6619753178234
34,A320,generated_CVAE,233.5027940402289,5318.706391298221,768.9930703771038,2420.1985954330535
35,A320,generated_CVAE,234.84310139443926,5397.320537559494,781.9957968234337,2358.4243878381762
36,A320,generated_CVAE,235.94679853481378,5482.3379385724575,813.098718272175,2550.5220303889027
37,A320,generated_CVAE,236.95441456643755,5562.605324418368,823.7326705717333,2408.0215753773173
38,A320,generated_CVAE,237.8832858282483,5645.164510172689,832.1291510332695,2476.775572629634
39,A320,generated_CVAE,238.7563456074747,5728.187815572552,833.7402827599216,2490.6991619958667
40,A320,generated_CVAE,239.4929248144727,5817.304864122777,840.0714316098622,2673.5114565067634
41,A320,generated_CVAE,240.14135830865834,5901.63051836094,850.7787364940073,2529.769627144915
42,A320,generated_CVAE,240.73708406192267,5991.31702271731,876.7544898068544,2690.5951306910697
43,A320,generated_CVAE,241.3696074399776,6077.167817079471,885.8071668909904,2575.5238308648545
44,A320,generated_CVAE,242.00605336649863,6166.347452717936,900.9020242967454,2675.3890691539327
45,A320,generated_CVAE,242.58992729110565,6260.411742430173,917.8557313479483,2821.9286913671094
46,A320,generated_CVAE,243.09203875279857,6355.31636270588,939.6626157065963,2847.13860827123
47,A320,generated_CVAE,243.50796991933086,6452.716461242798,952.3468925733039,2922.0029561075276
48,A320,generated_CVAE,243.882858643312,6554.151419538295,964.4293102005402,3043.0487488649173
49,A320,generated_CVAE,244.20367346020166,6655.809449954597,978.1310048570759,3049.7409124890405
50,A320,generated_CVAE,244.43306608333856,6757.7173874115415,986.1850304781839,3057.238123708354
51,A320,generated_CVAE,244.67921163371665,6861.572081663327,998.2188396394054,3115.6408275535446
52,A320,generated_CVAE,244.92146888381254,6962.820562022483,1007.4762563182977,3037.454410774674
53,A320,generated_CVAE,245.13133224456726,7060.66593098306,1008.8295300293345,2935.361068817322
54,A320,generated_CVAE,245.3803623482316,7160.347637658128,1013.6172719087009,2990.4512002520664
55,A320,generated_CVAE,245.65158111633423,7258.421031516157,1018.7463606982582,2942.2018157408565
56,A320,generated_CVAE,245.89382041671234,7359.039697559181,1027.3427888698022,3018.559981290706
57,A320,generated_CVAE,246.23479545761444,7449.301628647921,1019.9765938470049,2707.8579326621993
58,A320,generated_CVAE,246.50427802626737,7543.135481901302,1030.6929325592937,2815.015597601453
59,A320,generated_CVAE,246.73821257015985,7640.458676141345,1053.7339718438216,2919.6958272012776
60,A320,generated_CVAE,246.90424495230695,7740.890575095504,1077.8563767788528,3012.9569686247496
61,A320,generated_CVAE,247.1711164638848,7828.645219149236,1067.7771384812665,2632.639321611974
