,typecode,generated,CAS,altitude,std,vertical_rate
0,A320,generated_CVAE,166.31678264365647,3546.139049338912,501.6784577586345,1453.422386765719
1,A320,generated_CVAE,168.33889935632985,3594.586462231103,504.5565380222673,1453.422386765719
2,A320,generated_CVAE,170.06219268370725,3640.6890360310463,506.99629567723224,1383.0772139983092
3,A320,generated_CVAE,172.16757801491656,3698.1252196776363,506.2382691811067,1723.0855093977016
4,A320,generated_CVAE,174.31992005250737,3744.971773136116,506.9365274833912,1405.3966037543837
5,A320,generated_CVAE,176.5294970434032,3796.645306482105,509.2209767177947,1550.2060003796655
6,A320,generated_CVAE,178.61721174893734,3848.240593247041,509.3553755568221,1547.8586029480837
7,A320,generated_CVAE,180.6366617206581,3897.655467918258,508.2410876226066,1482.446240136523
8,A320,generated_CVAE,182.7831575932627,3942.1175348744364,509.30897548264886,1333.8620086853393
9,A320,generated_CVAE,185.00376023653752,3988.49694359422,509.0928606407134,1391.3822615934996
10,A320,generated_CVAE,187.33891397296546,4040.7708615473134,509.5240466929242,1568.2175385928106
11,A320,generated_CVAE,189.8269179349911,4094.057133309588,509.10712331458666,1598.5881528682364
12,A320,generated_CVAE,192.23423757916223,4146.128264830442,508.74082027549775,1562.1339456256262
13,A320,generated_CVAE,194.84784039514577,4192.736906430047,521.6381235587986,1398.259247988164
14,A320,generated_CVAE,197.47145731893474,4222.214541387462,548.0391424055177,884.3290487224449
15,A320,generated_CVAE,199.74914596649353,4266.92675879102,585.8519528604547,1341.3665221067133
16,A320,generated_CVAE,201.87335489460366,4303.01602815005,618.1084531438897,1082.6780807709167
17,A320,generated_CVAE,204.16528506842786,4351.396656349809,636.3964912602613,1451.4188459927668
18,A320,generated_CVAE,206.33612745510553,4402.250957481369,650.9612626168295,1525.6290339467998
19,A320,generated_CVAE,208.5580502129748,4455.845058280624,658.1911797544676,1607.8230239776428
20,A320,generated_CVAE,210.60546046316264,4510.064715857497,665.5500563214007,1626.5897273061748
21,A320,generated_CVAE,212.61338558464584,4570.761003941477,674.2946338360082,1820.888642519414
22,A320,generated_CVAE,214.5596947067964,4631.690763362662,684.1650248577681,1827.8927826355837
23,A320,generated_CVAE,216.36960462673395,4697.633052726547,691.679494376088,1978.2686809165205
24,A320,generated_CVAE,218.16799575102354,4765.859040101688,701.5132902918333,2046.779621254227
25,A320,generated_CVAE,219.81740030353677,4831.080774341652,709.6004443848085,1956.652027198929
26,A320,generated_CVAE,221.28935700380254,4902.257008156939,719.6516005108759,2135.2870144586045
27,A320,generated_CVAE,222.7797108499225,4976.97798428889,734.5442997300761,2241.629283958542
28,A320,generated_CVAE,224.08043314412026,5054.532838626472,754.7204576913268,2326.6456301274425
29,A320,generated_CVAE,225.40457544728127,5135.732217853676,773.4042519160473,2435.981376816132
30,A320,generated_CVAE,226.68815447667797,5213.200070306629,804.5055944542975,2324.0355735885832
31,A320,generated_CVAE,227.91252692763456,5285.437013186529,833.7807122146214,2167.1082863970128
32,A320,generated_CVAE,229.1253759961329,5366.723214495397,859.1409971985138,2438.586039266032
33,A320,generated_CVAE,230.16981949739323,5451.127371686733,885.1019141699358,2532.124715740074
34,A320,generated_CVAE,231.04579954586907,5535.684054143443,899.3365985548218,2536.700473701309
35,A320,generated_CVAE,231.8973263910634,5621.501459951152,911.2043140730113,2574.522174231275
36,A320,generated_CVAE,232.7068219997123,5705.555319623622,923.4070290614235,2521.615790174098
37,A320,generated_CVAE,233.33474508220542,5792.026735110847,940.6944307842729,2594.1424646167334
38,A320,generated_CVAE,233.92191111348674,5880.514380323147,954.8018732957562,2654.629356368988
39,A320,generated_CVAE,234.42781984256598,5966.6804938001005,966.4085331657901,2584.983404308617
40,A320,generated_CVAE,234.91891433624085,6055.020951571111,976.1332257673848,2650.2137331303234
41,A320,generated_CVAE,235.41922773770196,6144.953028126565,986.2152880579083,2697.96229666364
42,A320,generated_CVAE,235.93203979981448,6231.0336566688065,995.3638310110093,2582.418856267222
43,A320,generated_CVAE,236.50910882433814,6320.748006755699,1006.9992678279735,2691.430502606776
44,A320,generated_CVAE,236.9846698401686,6418.107307877473,1011.1410851346988,2920.779033653244
45,A320,generated_CVAE,237.48550280492626,6514.50933947974,1019.6027455300494,2892.060948068011
46,A320,generated_CVAE,237.86061178753994,6607.326622972508,1033.9040038974078,2784.5185047830037
47,A320,generated_CVAE,238.16897414824766,6695.832986285071,1043.8420174180478,2655.190899376879
48,A320,generated_CVAE,238.60295890853973,6790.085611652993,1058.8125777513055,2827.5787610377006
49,A320,generated_CVAE,239.16513327558437,6884.662525735064,1061.9544185830578,2837.307422462112
50,A320,generated_CVAE,239.57795281113985,6981.441774662607,1066.613987328282,2903.3774678262776
51,A320,generated_CVAE,239.842877986197,7077.994095123841,1078.0306909912356,2896.569613837049
52,A320,generated_CVAE,240.17577504251668,7173.171742899862,1089.6003278856037,2855.3294332806236
53,A320,generated_CVAE,240.7282165955446,7266.952419487412,1096.891692041701,2813.420297626503
54,A320,generated_CVAE,241.262731395408,7358.835149791771,1106.754859612174,2756.4819091307613
55,A320,generated_CVAE,241.69804052073874,7453.163666688846,1106.4474519745415,2829.855506912262
56,A320,generated_CVAE,242.14324183645613,7547.7685067400425,1107.8521803097863,2838.145201535884
57,A320,generated_CVAE,242.6705318901964,7645.521020556738,1116.0169036197776,2932.575414500877
58,A320,generated_CVAE,243.25115156460382,7735.438983924881,1134.2628656288005,2697.538901044276
59,A320,generated_CVAE,243.68100902121625,7828.277706291489,1136.8729066629198,2785.1616709982463
60,A320,generated_CVAE,243.8982179446784,7921.262584250532,1133.925607166923,2789.5463387712925
