,typecode,generated,CAS,altitude,std,vertical_rate
0,A320,generated_CVAE,160.2866662224874,3582.1886433666537,978.2607065163608,1843.030361388781
1,A320,generated_CVAE,161.9962225809354,3643.6229887462796,975.781282713031,1843.030361388781
2,A320,generated_CVAE,163.49494276974758,3695.2060668187114,972.3072379870981,1547.4923421729425
3,A320,generated_CVAE,165.12130473514028,3745.115517436594,969.7739944595708,1497.2835185364906
4,A320,generated_CVAE,167.18022793913974,3789.959104423444,969.0899238524112,1345.307609605493
5,A320,generated_CVAE,169.15279014066138,3837.6782939271156,962.8449427987152,1431.5756851101514
6,A320,generated_CVAE,171.1852435631288,3887.5532085031705,961.6848936691769,1496.2474372816382
7,A320,generated_CVAE,173.48338213618499,3940.1324743424884,961.7315857880805,1577.3779751795419
8,A320,generated_CVAE,175.7231789346067,3988.1031906096337,960.7594772926046,1439.1214880143634
9,A320,generated_CVAE,178.03303771088088,4028.4733965066157,962.3335352115652,1211.1061769094526
10,A320,generated_CVAE,180.64241416409888,4068.4048210444166,964.5355070387974,1197.9427361340256
11,A320,generated_CVAE,183.10664456132528,4113.909171600026,966.7335426245102,1365.1305166682841
12,A320,generated_CVAE,185.69295481174382,4161.878242318921,972.0486082510934,1439.0721215668673
13,A320,generated_CVAE,188.31759046471637,4210.7713094833725,989.8776559244914,1466.792014933521
14,A320,generated_CVAE,190.8277841571942,4241.059715381567,1027.991812589941,908.6521769458462
15,A320,generated_CVAE,193.25823064768537,4273.399096123674,1059.944432257068,970.1814222631988
16,A320,generated_CVAE,195.82891125412462,4315.855833444536,1070.943129262723,1273.7021196258734
17,A320,generated_CVAE,198.34239639061084,4358.816121166537,1081.9255544564837,1288.808631660035
18,A320,generated_CVAE,200.79654006484134,4407.541400790955,1092.5074999138421,1461.758388732531
19,A320,generated_CVAE,203.39384504677594,4463.408172038771,1097.5600425967637,1676.0031374344915
20,A320,generated_CVAE,205.87126579837522,4521.970008107693,1103.3170091518714,1756.8550820676437
21,A320,generated_CVAE,208.1579411666586,4575.812958711423,1110.7343151798264,1615.2885181118984
22,A320,generated_CVAE,210.53470587878493,4631.6684375707655,1117.861750516316,1675.6643657802795
23,A320,generated_CVAE,212.78540064335857,4689.257716208511,1128.3858921093906,1727.6783591323758
24,A320,generated_CVAE,214.94522597034526,4744.2800416808195,1138.1256936077732,1650.6697641692547
25,A320,generated_CVAE,217.16012083570902,4805.019824420937,1145.611363163018,1822.1934822035132
26,A320,generated_CVAE,219.1776242147568,4866.702112043867,1161.2380867835543,1850.4686286878882
27,A320,generated_CVAE,221.23007840300693,4928.143398498156,1177.6092546994844,1843.2385936286878
28,A320,generated_CVAE,223.34691315013183,4994.961073976126,1198.782536591182,2004.5302643390917
29,A320,generated_CVAE,225.28462914255587,5068.215862771739,1223.4901831180134,2197.643663868401
30,A320,generated_CVAE,227.24534076193103,5143.884066058488,1250.4651165927073,2270.0460986024846
31,A320,generated_CVAE,228.93251625203197,5216.710291513004,1262.8569992530581,2184.7867636354813
32,A320,generated_CVAE,230.5421779466712,5289.824353709724,1275.0735279303738,2193.4218659015914
33,A320,generated_CVAE,232.09056539910674,5362.61551642566,1285.4768191134506,2183.7348814780667
34,A320,generated_CVAE,233.3801330187306,5438.440617974007,1299.766476412547,2274.7530464504075
35,A320,generated_CVAE,234.57477719640633,5517.85789954144,1310.7743793466893,2382.5184470230006
36,A320,generated_CVAE,235.66310549275968,5601.194391033418,1318.4200043851197,2500.0947447593167
37,A320,generated_CVAE,236.670560627497,5680.734093454807,1326.8362924406,2386.1910726416927
38,A320,generated_CVAE,237.5814501839395,5762.699323887164,1336.711493420476,2458.956912970691
39,A320,generated_CVAE,238.46863658581213,5853.869156294481,1347.6717253882864,2735.0949722195264
40,A320,generated_CVAE,239.2785464142667,5943.183944038723,1355.7241994573467,2679.4436323272516
41,A320,generated_CVAE,239.89876333675028,6036.883403896545,1359.6272794125439,2810.9837957346663
42,A320,generated_CVAE,240.4996084841142,6135.050192886258,1350.3464219065474,2945.003669691382
43,A320,generated_CVAE,241.03236559755314,6234.338783785423,1340.8447718684258,2978.6577269749614
44,A320,generated_CVAE,241.29772892353697,6343.849647285035,1318.1127167633574,3285.325904988354
45,A320,generated_CVAE,241.81600765757432,6437.878145016499,1301.9607258689368,2820.8549319439053
46,A320,generated_CVAE,242.26355372205776,6536.271227597696,1283.6293210960816,2951.792477435947
47,A320,generated_CVAE,242.6401044636286,6633.297078197787,1281.5213613586814,2910.7755180027175
48,A320,generated_CVAE,242.97505213261638,6726.40221687775,1278.5592840016914,2793.1541603988744
49,A320,generated_CVAE,243.27026938997193,6823.459592957428,1280.3337461359488,2911.7212823903337
50,A320,generated_CVAE,243.53409224168607,6920.397496825666,1277.8810436380807,2908.1371160471663
51,A320,generated_CVAE,243.76770518680044,7015.738666415955,1277.5910412388766,2860.235087708657
52,A320,generated_CVAE,244.0108612250097,7114.889162178119,1278.2929522842744,2974.514872864907
53,A320,generated_CVAE,244.24584341740263,7210.388570781573,1277.6380721162193,2864.982258103649
54,A320,generated_CVAE,244.4774574295581,7305.447010364098,1271.0837148499154,2851.7531874757374
55,A320,generated_CVAE,244.70129505102184,7409.543240691317,1271.6704635293374,3122.886909816576
56,A320,generated_CVAE,244.88821385859455,7511.229490165631,1261.2538828385977,3050.5874842294256
57,A320,generated_CVAE,245.0710966690727,7618.294861218944,1249.0778965744535,3211.961131599379
58,A320,generated_CVAE,245.24386779911524,7726.968206622832,1238.7165457641825,3260.2003621166537
59,A320,generated_CVAE,245.4030642933974,7834.052777339706,1222.8789897553752,3212.5371215062114
60,A320,generated_CVAE,245.53933014484667,7943.037811468847,1211.6068164792387,3269.5510238742236
61,A320,generated_CVAE,245.6887026642667,8036.180381000906,1193.6891615808765,2794.2770859617626
