,typecode,generated,CAS,altitude,std,vertical_rate
0,A320,generated_CVAE,165.7114306781853,3490.433264381209,683.1803386803016,1154.6291248467367
1,A320,generated_CVAE,167.58547632842956,3528.9209018761003,686.6571976750654,1154.6291248467367
2,A320,generated_CVAE,168.95528517786406,3574.9966289435833,687.935840787878,1382.2718120244906
3,A320,generated_CVAE,170.67642835160376,3635.9726722149303,683.7115346696902,1829.281298140405
4,A320,generated_CVAE,172.95733453762122,3668.342180770168,683.7010291089679,971.0852566571302
5,A320,generated_CVAE,174.8039856264049,3722.1741491429043,684.2320634490331,1614.9590511820925
6,A320,generated_CVAE,176.62711971290634,3775.8278592453157,681.6402510525554,1609.6113030723402
7,A320,generated_CVAE,178.59816890847034,3826.08375988352,683.2448547024738,1507.6770191461267
8,A320,generated_CVAE,180.44553336866903,3869.228285975619,686.1029095604805,1294.335782762984
9,A320,generated_CVAE,182.735915892081,3910.253187336912,684.0514165448413,1230.7470408387826
10,A320,generated_CVAE,185.30794575804435,3959.925597039267,685.1525016018605,1490.1722910706426
11,A320,generated_CVAE,187.84478501870598,4014.043185873051,692.152748167274,1623.5276650135186
12,A320,generated_CVAE,190.59720785037374,4060.45386282539,685.4893795560077,1392.320308570171
13,A320,generated_CVAE,192.6706030555894,4102.362020757357,682.0769886163123,1257.244737959004
14,A320,generated_CVAE,194.55167629925057,4158.187323648925,694.3131769604178,1674.7590867470449
15,A320,generated_CVAE,196.6733014972157,4192.21680424343,688.9742221149293,1020.8844178351358
16,A320,generated_CVAE,198.51992843904245,4235.9511684364,707.4655638777537,1312.0309257891097
17,A320,generated_CVAE,200.7003749793684,4276.378283372108,707.874601665789,1212.81344807124
18,A320,generated_CVAE,202.98961008482536,4326.020652233715,719.1824790953622,1489.2710658482142
19,A320,generated_CVAE,205.33394615127287,4371.892249984281,713.666296490004,1376.1479325169769
20,A320,generated_CVAE,207.76679765482544,4421.91309330593,729.5368073438877,1500.6252996494593
21,A320,generated_CVAE,210.00158479563908,4467.224596603056,725.9021821841608,1359.3450989137953
22,A320,generated_CVAE,212.16866690867863,4511.912831481074,729.9404330695725,1340.6470463405433
23,A320,generated_CVAE,214.34095322054398,4567.501116071428,744.4675368868966,1667.6485377106387
